id,name,latitude,longitude,dpcapacity,online_date
666666,2112 W Peterson Ave,41.991178,-87.683593,15,5/12/15
456,2112 W Peterson Ave,41.991178,-87.683593,15,5/12/15
101,63rd St Beach,41.78101637,-87.57611976,23,4/20/15
109,900 W Harrison St,41.874675,-87.650019,19,8/6/13
21,Aberdeen St & Jackson Blvd,41.87772613,-87.65478743,15,6/21/13
80,Aberdeen St & Monroe St,41.88042,-87.655599,19,6/26/13
346,Ada St & Washington Blvd,41.88283,-87.661206,15,10/10/13
341,Adler Planetarium,41.866095,-87.607267,35,10/9/13
480,Albany (Kedzie) Ave & Montrose Ave,41.961041,-87.705866,15,5/5/15
444,Albany Ave & 26th St,41.84447501,-87.70201301,19,4/29/15
511,Albany Ave & Bloomingdale Ave,41.91402671,-87.70512646,15,5/9/15
376,Artesian Ave & Hubbard St,41.88949182,-87.68821936,35,4/27/15
275,Ashland Ave & 13th St,41.865234,-87.666507,15,9/12/13
208,Ashland Ave & 21st St,41.85381,-87.665897,15,8/15/13
555,Ashland Ave & 50th St,41.803023,-87.664699,11,6/17/16
563,Ashland Ave & 63rd St,41.779374,-87.664843,15,6/20/16
565,Ashland Ave & 66th St,41.774074,-87.663815,11,6/21/16
566,Ashland Ave & 69th St,41.768726,-87.664069,11,6/23/16
368,Ashland Ave & Archer Ave,41.83920868,-87.66560986,19,4/13/15
30,Ashland Ave & Augusta Blvd,41.899643,-87.6677,15,6/22/13
246,Ashland Ave & Belle Plaine Ave,41.956061,-87.668869,11,8/26/13
333,Ashland Ave & Blackhawk St,41.907066,-87.667252,15,9/27/13
350,Ashland Ave & Chicago Ave,41.895966,-87.667747,15,10/22/13
210,Ashland Ave & Division St,41.90345,-87.667747,19,8/16/13
558,Ashland Ave & Garfield Blvd,41.792822,-87.664429,11,6/20/16
347,Ashland Ave & Grace St,41.950687,-87.6687,15,10/12/13
277,Ashland Ave & Grand Ave,41.891072,-87.666611,15,9/12/13
383,Ashland Ave & Harrison St,41.87429061,-87.66724564,23,4/27/15
119,Ashland Ave & Lake St,41.88541,-87.66732,19,7/28/13
552,Ashland Ave & McDowell Ave,41.80887,-87.66454,11,6/17/16
547,Ashland Ave & Pershing Rd,41.823465,-87.665577,11,6/16/16
250,Ashland Ave & Wellington Ave,41.936083,-87.669807,19,8/26/13
166,Ashland Ave & Wrightwood Ave,41.92883,-87.668507,15,7/25/13
524,Austin Blvd & Chicago Ave,41.894887,-87.774704,11,7/19/16
532,Austin Blvd & Lake St,41.887919,-87.774446,15,6/10/16
496,Avers Ave & Belmont Ave,41.93944839,-87.72355383,19,5/13/15
483,Avondale Ave & Irving Park Rd,41.953393,-87.732002,19,5/6/15
596,Benson Ave & Church St,42.048214,-87.683485,15,6/29/16
113,Bissell St & Armitage Ave,41.91844,-87.65222,15,9/5/13
121,Blackstone Ave & Hyde Park Blvd,41.802562,-87.590368,19,8/28/13
129,Blue Island Ave & 18th St,41.857556,-87.661535,15,7/25/13
522,Bosworth Ave & Howard St,42.019537,-87.669563,15,7/7/16
295,Broadway & Argyle St,41.972972,-87.659637,15,9/18/13
300,Broadway & Barry Ave,41.937725,-87.644095,19,9/19/13
296,Broadway & Belmont Ave,41.940106,-87.645451,15,9/18/13
294,Broadway & Berwyn Ave,41.978353,-87.659753,15,9/18/13
303,Broadway & Cornelia Ave,41.945512,-87.64598,15,9/19/13
454,Broadway & Granville Ave,41.99477969,-87.66028453,15,5/11/15
461,Broadway & Ridge Ave,41.98404461,-87.66027383,15,5/11/15
256,Broadway & Sheridan Rd,41.952833,-87.649993,15,9/5/13
458,Broadway & Thorndale Ave,41.98974251,-87.66014062,19,5/11/15
304,Broadway & Waveland Ave,41.949065,-87.648601,15,9/19/13
293,Broadway & Wilson Ave,41.965485,-87.657238,19,9/18/13
468,Budlong Woods Library,41.98366471,-87.69642256,15,5/6/15
4,Burnham Harbor,41.856268,-87.613348,23,5/16/15
348,California Ave & 21st St,41.854016,-87.695445,15,10/14/13
442,California Ave & 23rd Pl,41.84910969,-87.69513981,15,4/28/15
445,California Ave & 26th St,41.84404003,-87.69529592,19,4/29/15
502,California Ave & Altgeld St,41.926618,-87.697899,19,5/13/15
487,California Ave & Byron St,41.95216219,-87.69805111,19,7/7/15
216,California Ave & Division St,41.903029,-87.697474,15,8/16/13
498,California Ave & Fletcher St,41.93842879,-87.69800776,19,5/4/15
259,California Ave & Francis Pl,41.918121,-87.696972,15,9/12/13
378,California Ave & Lake St,41.88445396,-87.69629814,15,4/27/15
123,California Ave & Milwaukee Ave,41.922695,-87.697153,15,7/26/13
481,California Ave & Montrose Ave,41.961068,-87.695439,15,7/7/15
276,California Ave & North Ave,41.91044,-87.6972,11,9/12/13
338,Calumet Ave & 18th St,41.857611,-87.619407,15,9/28/13
370,Calumet Ave & 21st St,41.85418425,-87.61915374,15,5/1/15
149,Calumet Ave & 33rd St,41.8349,-87.61793,11,8/3/13
335,Calumet Ave & 35th St,41.831379,-87.618034,15,10/17/13
415,Calumet Ave & 51st St,41.80229465,-87.61805358,19,4/16/15
393,Calumet Ave & 71st St,41.76550801,-87.61691793,15,4/21/15
504,Campbell Ave & Fullerton Ave,41.92463247,-87.68930701,15,5/21/15
482,Campbell Ave & Montrose Ave,41.96152593,-87.69116504,15,5/14/15
160,Campbell Ave & North Ave,41.910535,-87.689556,15,7/26/13
192,Canal St & Adams St,41.879255,-87.639904,47,8/7/13
169,Canal St & Harrison St,41.874337,-87.639566,15,7/23/13
75,Canal St & Jackson Blvd,41.878412,-87.641052,31,6/15/13
174,Canal St & Madison St,41.882091,-87.639833,27,7/28/13
191,Canal St & Monroe St (*),41.880884,-87.639525,28,8/7/13
414,Canal St & Taylor St,41.870257,-87.639474,15,11/25/15
34,Cannon Dr & Fullerton Ave,41.92675599,-87.63442878,15,6/27/13
92,Carpenter St & Huron St,41.894556,-87.653449,19,6/26/13
550,Central Ave & Chicago Ave,41.894958,-87.764902,11,7/19/16
541,Central Ave & Harrison St,41.872993,-87.764499,15,6/14/16
531,Central Ave & Lake St,41.887664,-87.765469,15,7/27/16
542,Central Ave & Madison St,41.880121,-87.763238,15,6/14/16
500,Central Park Ave & Elbridge Ave,41.93533728,-87.71688929,15,5/4/15
508,Central Park Ave & North Ave,41.90965688,-87.71663195,15,4/30/15
438,Central Park Ave & Ogden Ave,41.85420431,-87.71540584,19,4/29/15
533,Central Park Blvd & 5th Ave,41.875679,-87.71547,15,6/10/16
602,Central St & Girard Ave,42.063999,-87.685962,15,7/8/16
601,Central St Metra,42.063598,-87.69873,15,6/29/16
578,Chappel Ave & 79th St,41.751802,-87.574845,11,7/21/16
603,Chicago Ave & Sheridan Rd,42.050491,-87.677821,15,7/1/16
597,Chicago Ave & Washington St,42.032562,-87.679101,15,6/29/16
474,Christiana Ave & Lawrence Ave,41.96835449,-87.71183067,15,5/16/15
538,Cicero Ave & Flournoy St,41.872131,-87.746619,15,6/15/16
529,Cicero Ave & Lake St,41.886841,-87.745261,15,6/10/16
539,Cicero Ave & Quincy St,41.877613,-87.745405,15,6/14/16
196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,19,8/10/13
159,Claremont Ave & Hirsch St,41.907781,-87.685854,11,7/26/13
312,Clarendon Ave & Gordon Ter,41.957879,-87.649519,15,9/20/13
245,Clarendon Ave & Junior Ter,41.961004,-87.649603,15,8/26/13
251,Clarendon Ave & Leland Ave,41.967968,-87.650001,15,8/26/13
394,Clark St & 9th St (AMLI),41.870816,-87.631246,15,8/26/15
94,Clark St & Armitage Ave,41.918306,-87.636282,19,6/22/13
463,Clark St & Berwyn Ave,41.97799665,-87.6680471,19,5/14/15
460,Clark St & Bryn Mawr Ave,41.983593,-87.669154,15,5/11/15
337,Clark St & Chicago Ave,41.896544,-87.630931,19,9/27/13
449,Clark St & Columbia Ave,42.00445063,-87.6724024,15,5/12/15
50,Clark St & Congress Pkwy,41.87593267,-87.63058454,27,6/16/13
176,Clark St & Elm St,41.902973,-87.63128,27,8/1/13
457,Clark St & Elmdale Ave,41.99089375,-87.6695834,19,5/11/15
165,Clark St & Grace St,41.95078,-87.659172,19,8/3/13
517,Clark St & Jarvis Ave,42.015963,-87.675005,15,7/7/16
38,Clark St & Lake St,41.88602083,-87.63087606,27,4/18/15
326,Clark St & Leland Ave,41.967096,-87.667429,11,9/27/13
141,Clark St & Lincoln Ave,41.915689,-87.6346,23,8/16/13
432,Clark St & Lunt Ave,42.00906913,-87.67371139,19,5/15/15
234,Clark St & Montrose Ave,41.961588,-87.666036,19,8/21/13
126,Clark St & North Ave,41.911974,-87.631942,15,7/29/13
51,Clark St & Randolph St,41.88457623,-87.63188991,31,6/17/13
301,Clark St & Schiller St,41.907993,-87.631501,19,9/19/13
453,Clark St & Schreiber Ave,41.99925182,-87.67137734,15,5/12/15
353,Clark St & Touhy Ave,42.01256012,-87.67436712,15,5/18/15
156,Clark St & Wellington Ave,41.93649682,-87.64753866,15,8/2/13
325,Clark St & Winnemac Ave,41.973385,-87.668365,19,9/23/13
340,Clark St & Wrightwood Ave,41.929546,-87.643118,15,10/24/13
223,Clifton Ave & Armitage Ave,41.918216,-87.656936,15,8/22/13
253,Clifton Ave & Lawrence Ave,41.968873,-87.658857,15,9/5/13
170,Clinton St & 18th St,41.85795,-87.640826,15,7/25/13
66,Clinton St & Lake St,41.885637,-87.641823,23,6/20/13
77,Clinton St & Madison St,41.882242,-87.641066,31,6/15/13
103,Clinton St & Polk St (*),41.87146652,-87.64094913,16,5/8/15
57,Clinton St & Roosevelt Rd,41.86711778,-87.64108796,15,6/17/13
68,Clinton St & Tilden St,41.875885,-87.640795,23,6/24/13
91,Clinton St & Washington Blvd,41.88338,-87.64117,31,6/15/13
138,Clybourn Ave & Division St,41.904613,-87.640552,15,8/5/13
195,Columbus Dr & Randolph St,41.884728,-87.619521,31,8/10/13
581,Commercial Ave & 83rd St,41.744607,-87.551201,15,8/18/16
518,Conservatory Dr & Lake St,41.885502,-87.716866,15,6/2/16
417,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,19,4/16/15
271,Cottage Grove Ave & 43rd St,41.816499,-87.606582,11,9/12/13
336,Cottage Grove Ave & 47th St,41.809855,-87.606755,15,10/17/13
351,Cottage Grove Ave & 51st St,41.803038,-87.606615,15,10/17/13
427,Cottage Grove Ave & 63rd St,41.78059901,-87.60611239,19,4/20/15
429,Cottage Grove Ave & 67th St,41.77372095,-87.60563486,15,4/21/15
400,Cottage Grove Ave & 71st St,41.76571904,-87.60495971,19,4/21/15
575,Cottage Grove Ave & 78th St,41.753174,-87.605026,11,7/20/16
585,Cottage Grove Ave & 83rd St,41.744053,-87.604786,11,7/25/16
265,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,15,9/17/13
607,Cuyler Ave & Augusta St,41.898168,-87.783055,11,6/30/16
81,Daley Center Plaza,41.884241,-87.629634,39,6/13/13
554,Damen Ave & 51st St,41.800908,-87.674684,11,6/17/16
561,Damen Ave & 61st St,41.783681,-87.674101,11,6/21/16
183,Damen Ave & Augusta Blvd,41.899714,-87.677234,15,7/26/13
310,Damen Ave & Charleston St,41.920082,-87.677855,11,9/20/13
128,Damen Ave & Chicago Ave,41.895769,-87.67722,15,8/3/13
163,Damen Ave & Clybourn Ave,41.931931,-87.677856,15,7/29/13
219,Damen Ave & Cortland St,41.916027,-87.677411,11,8/20/13
167,Damen Ave & Coulter St,41.8492,-87.67564,11,7/25/13
124,Damen Ave & Cullerton St,41.855048,-87.675726,15,8/3/13
130,Damen Ave & Division St,41.90331,-87.67695,15,7/26/13
464,Damen Ave & Foster Ave,41.9756148,-87.67945904,15,5/13/15
557,Damen Ave & Garfield Blvd,41.794587,-87.674254,11,6/20/16
214,Damen Ave & Grand Ave,41.89122,-87.67686,15,8/16/13
242,Damen Ave & Leland Ave,41.967094,-87.679028,15,8/22/13
215,Damen Ave & Madison St,41.88137,-87.67493,15,8/15/13
228,Damen Ave & Melrose Ave,41.9406,-87.6785,11,8/20/13
546,Damen Ave & Pershing Rd,41.823192,-87.676597,11,6/16/16
69,Damen Ave & Pierce Ave,41.90939601,-87.67769193,19,6/24/13
316,Damen Ave & Sunnyside Ave,41.96325,-87.679258,19,9/25/13
162,Damen Ave & Wellington Ave,41.93588,-87.67842,15,7/25/13
60,Dayton St & North Ave,41.91057803,-87.64942193,19,6/18/13
140,Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,19,8/1/13
37,Dearborn St & Adams St,41.87935636,-87.62979104,19,6/16/13
110,Dearborn St & Erie St,41.893992,-87.629318,23,8/1/13
49,Dearborn St & Monroe St,41.88131982,-87.62952092,27,6/16/13
107,Desplaines St & Jackson Blvd,41.878287,-87.643909,23,4/25/15
56,Desplaines St & Kinzie St,41.88871604,-87.64444785,27,6/17/13
96,Desplaines St & Randolph St,41.88461619,-87.64457058,23,4/25/15
600,Dodge Ave & Church St,42.048308,-87.698224,15,6/29/16
416,Dorchester Ave & 49th St,41.805772,-87.592464,15,4/16/15
428,Dorchester Ave & 63rd St,41.78040565,-87.59141599,15,4/20/15
489,Drake Ave & Addison St,41.94678185,-87.71642152,23,5/13/15
503,Drake Ave & Fullerton Ave,41.92439882,-87.71544104,15,5/1/15
479,Drake Ave & Montrose Ave,41.96115408,-87.71656907,11,5/5/15
6,Dusable Harbor,41.88504199,-87.61279454,31,4/24/15
422,DuSable Museum,41.79156801,-87.60785218,15,7/7/15
617,East Ave & Garfield St,41.871312,-87.788938,19,6/27/16
614,East Ave & Madison St,41.880113,-87.789247,15,6/28/16
523,Eastlake Ter & Rogers Ave,42.021019,-87.665086,15,7/7/16
431,Eberhart Ave & 61st St,41.78414169,-87.61330783,15,4/20/15
86,Eckhart Park,41.89637337,-87.66098386,15,6/26/13
553,Elizabeth St & 47th St,41.80839,-87.656526,11,6/16/16
418,Ellis Ave & 53rd St,41.79933626,-87.60095811,11,4/17/15
420,Ellis Ave & 55th St,41.79430062,-87.60144977,19,4/17/15
328,Ellis Ave & 58th St,41.788746,-87.601334,15,9/25/13
426,Ellis Ave & 60th St,41.78509715,-87.60107276,19,4/17/15
584,Ellis Ave & 83rd St,41.744123,-87.599034,15,7/25/16
598,Elmwood Ave & Austin St,42.025784,-87.684107,15,7/1/16
315,Elston Ave & Wabansia Ave,41.912919,-87.664169,23,9/21/13
207,Emerald Ave & 28th St,41.84358,-87.645368,15,8/15/13
339,Emerald Ave & 31st St,41.838198,-87.645143,11,9/28/13
570,Evans Ave & 75th St,41.758308,-87.606685,11,6/23/16
580,Exchange Ave & 79th St,41.751731,-87.552812,15,7/20/16
24,Fairbanks Ct & Grand Ave,41.89186,-87.62062,15,6/21/13
436,Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,15,4/27/15
41,Federal St & Polk St,41.87207763,-87.62954377,19,4/25/15
7,Field Blvd & South Water St,41.88634906,-87.61751655,19,4/18/15
97,Field Museum,41.865312,-87.617867,43,6/26/13
89,Financial Pl & Congress Pkwy,41.87500913,-87.63310582,31,5/8/15
606,Forest Ave & Chicago Ave,41.894071,-87.800367,19,7/6/16
609,Forest Ave & Lake St,41.88891,-87.800255,15,6/30/16
150,Fort Dearborn Dr & 31st St,41.838556,-87.608218,15,7/23/13
471,Francisco Ave & Foster Ave,41.97563273,-87.70141944,15,5/14/15
31,Franklin St & Chicago Ave,41.896776,-87.635633,23,6/22/13
36,Franklin St & Jackson Blvd,41.87770796,-87.63532114,31,6/15/13
164,Franklin St & Lake St,41.885837,-87.6355,23,8/3/13
287,Franklin St & Monroe St,41.880317,-87.635185,27,9/13/13
286,Franklin St & Quincy St,41.878724,-87.634793,23,9/14/13
447,Glenwood Ave & Morse Ave,42.00797192,-87.66550239,15,5/15/15
525,Glenwood Ave & Touhy Ave,42.012701,-87.666058,15,7/7/16
198,Green St & Madison St,41.881892,-87.648789,19,8/10/13
112,Green St & Randolph St,41.883668,-87.64867,15,7/29/13
319,Greenview Ave & Diversey Pkwy,41.932595,-87.665939,15,9/26/13
188,Greenview Ave & Fullerton Ave,41.92533,-87.6658,15,7/29/13
520,Greenview Ave & Jarvis Ave,42.015962,-87.66857,23,7/7/16
252,Greenwood Ave & 47th St,41.809835,-87.599383,15,8/27/13
576,Greenwood Ave & 79th St,41.751294,-87.597552,15,7/20/16
202,Halsted St & 18th St,41.857499,-87.646277,15,8/15/13
135,Halsted St & 21st St,41.85378,-87.64665,11,7/24/13
279,Halsted St & 35th St (*),41.830661,-87.647172,16,9/13/13
262,Halsted St & 37th St,41.827059,-87.64572,11,10/1/13
411,Halsted St & 47th Pl,41.80813391,-87.64561655,11,4/15/15
384,Halsted St & 51st St,41.80183164,-87.6452139,15,4/15/15
386,Halsted St & 56th St,41.79292965,-87.64499006,15,4/15/15
593,Halsted St & 59th St,41.787539,-87.644874,11,6/21/16
388,Halsted St & 63rd St,41.77938114,-87.64462081,15,4/21/15
391,Halsted St & 69th St,41.76906172,-87.64461358,15,4/21/15
206,Halsted St & Archer Ave,41.847203,-87.646795,15,8/14/13
331,Halsted St & Blackhawk St (*),41.908537,-87.648627,20,9/28/13
225,Halsted St & Dickens Ave,41.919936,-87.64883,15,8/19/13
332,Halsted St & Diversey Pkwy,41.933666,-87.648959,23,9/28/13
282,Halsted St & Maxwell St,41.864883,-87.647071,15,9/13/13
365,Halsted St & North Branch St,41.89936844,-87.64847988,15,5/16/15
108,Halsted St & Polk St,41.87184,-87.64664,19,8/6/13
55,Halsted St & Roosevelt Rd,41.867324,-87.648625,23,6/17/13
299,Halsted St & Roscoe St,41.94367,-87.64895,15,9/19/13
224,Halsted St & Willow St,41.913778,-87.64884,19,8/22/13
349,Halsted St & Wrightwood Ave,41.929143,-87.649077,15,10/28/13
220,Hampden Ct & Diversey Pkwy,41.93262,-87.642385,23,8/19/13
425,Harper Ave & 59th St,41.78794281,-87.58831517,15,4/17/15
261,Hermitage Ave & Polk St,41.871514,-87.669886,15,9/5/13
551,Hoyne Ave & 47th St,41.808227,-87.67718,11,6/17/16
507,Humboldt Blvd & Armitage Ave,41.91751339,-87.70180896,19,5/1/15
372,Humboldt Dr & Luis Munoz Marin Dr,41.900146,-87.702882,15,4/30/15
608,Humphrey Ave & Ontario St,41.890491,-87.776842,11,6/30/16
147,Indiana Ave & 26th St,41.845435,-87.622176,15,7/23/13
272,Indiana Ave & 31st St,41.838842,-87.621857,11,9/12/13
201,Indiana Ave & 40th St,41.82168,-87.6216,15,8/14/13
255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,31,9/5/13
73,Jefferson St & Monroe St,41.880422,-87.642746,19,6/27/13
352,Jeffery Blvd & 67th St,41.77351755,-87.57714283,15,4/22/15
11,Jeffery Blvd & 71st St,41.76663824,-87.57645011,11,4/22/15
395,Jeffery Blvd & 76th St,41.75712007,-87.57583936,15,4/23/15
439,Kedzie Ave & 21st St,41.85353363,-87.70507303,15,4/28/15
441,Kedzie Ave & 24th St,41.84819094,-87.70541375,15,4/29/15
494,Kedzie Ave & Bryn Mawr Ave,41.98239708,-87.70892252,15,5/18/15
373,Kedzie Ave & Chicago Ave,41.8954653,-87.70612788,15,4/29/15
470,Kedzie Ave & Foster Ave,41.975672,-87.709261,15,5/6/15
433,Kedzie Ave & Harrison St,41.87359967,-87.70487075,15,4/28/15
377,Kedzie Ave & Lake St,41.88460329,-87.70630374,19,4/29/15
476,Kedzie Ave & Leland Ave,41.96668636,-87.70805198,15,5/5/15
260,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,27,9/17/13
290,Kedzie Ave & Palmer Ct,41.921525,-87.707322,15,10/9/13
435,Kedzie Ave & Roosevelt Rd,41.86649278,-87.70649618,15,4/28/15
537,Kenton Ave & Madison St,41.880708,-87.741018,15,6/10/16
619,Keystone Ave & Fullerton Ave,41.924361,-87.727752,15,7/12/16
495,Keystone Ave & Montrose Ave,41.96110802,-87.7289701,15,5/16/15
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,15,7/19/16
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,23,9/22/16
497,Kimball Ave & Belmont Ave,41.939398,-87.711561,23,5/2/15
322,Kimbark Ave & 53rd St,41.799568,-87.594747,19,9/21/13
74,Kingsbury St & Erie St,41.893882,-87.641711,23,6/14/13
133,Kingsbury St & Kinzie St,41.88917683,-87.63850577,27,4/25/15
592,Knox Ave & Montrose Ave,41.960631,-87.745359,15,7/12/16
499,Kosciuszko Park,41.93058537,-87.72377736,15,5/1/15
